575
Pb  23.7680000000 -11.8840000000 -11.8840000000 82
Pb  23.7680000000  0.0000000000 -11.8840000000 82
I  23.7680000000 -5.9420000000 -23.7680000000 53
I  29.7100000000 -11.8840000000 -23.7680000000 53
I  29.7100000000  0.0000000000 -0.0000000000 53
I  23.7680000000 -5.9420000000 -11.8840000000 53
I  29.7100000000 -11.8840000000 -11.8840000000 53
I  29.7100000000  0.0000000000 -11.8840000000 53
I  23.7680000000  0.0000000000 -17.8260000000 53
I  23.7680000000 -11.8840000000 -5.9420000000 53
Pb  23.7680000000 -11.8840000000 -0.0000000000 82
Pb  23.7680000000  0.0000000000 -0.0000000000 82
Pb  23.7680000000 -11.8840000000  11.8840000000 82
Pb  23.7680000000  0.0000000000  11.8840000000 82
I  23.7680000000 -5.9420000000 -0.0000000000 53
I  29.7100000000 -11.8840000000 -0.0000000000 53
I  29.7100000000  0.0000000000  23.7680000000 53
I  23.7680000000 -5.9420000000  11.8840000000 53
I  29.7100000000 -11.8840000000  11.8840000000 53
I  29.7100000000  0.0000000000  11.8840000000 53
I  23.7680000000  0.0000000000  5.9420000000 53
I  23.7680000000 -11.8840000000  17.8260000000 53
Pb  23.7680000000 -11.8840000000  23.7680000000 82
Pb  23.7680000000  0.0000000000  23.7680000000 82
I  23.7680000000 -5.9420000000  23.7680000000 53
I  29.7100000000 -11.8840000000  23.7680000000 53
I  23.7680000000  0.0000000000  29.7100000000 53
I  29.7100000000 -23.7680000000 -23.7680000000 53
Pb  23.7680000000 -23.7680000000 -23.7680000000 82
Pb  23.7680000000 -23.7680000000 -11.8840000000 82
I  23.7680000000 -29.7100000000 -23.7680000000 53
I  29.7100000000 -23.7680000000 -0.0000000000 53
I  23.7680000000 -29.7100000000 -11.8840000000 53
I  29.7100000000 -23.7680000000 -11.8840000000 53
I  23.7680000000 -23.7680000000 -17.8260000000 53
Pb  23.7680000000 -23.7680000000 -0.0000000000 82
Pb  23.7680000000 -23.7680000000  11.8840000000 82
I  23.7680000000 -29.7100000000 -0.0000000000 53
I  29.7100000000 -23.7680000000  23.7680000000 53
I  23.7680000000 -29.7100000000  11.8840000000 53
I  29.7100000000 -23.7680000000  11.8840000000 53
I  23.7680000000 -23.7680000000  5.9420000000 53
Pb  23.7680000000 -23.7680000000  23.7680000000 82
I  23.7680000000 -29.7100000000  23.7680000000 53
I  23.7680000000 -23.7680000000  29.7100000000 53
